rx ry rz vx vy vz ax ay az
+7.023083E+00 +5.717793E+00 +9.893400E+00 +8.089495E-01 -7.503625E-01 +2.017694E+00 -2.931069E+00 +2.282774E+00 -3.867838E+00
+1.461339E+00 +1.721523E+01 +9.400314E+00 -1.245038E+00 +1.496504E+00 +1.824863E-01 +1.213219E+01 -3.739801E+01 +5.401237E+00
+2.221126E+00 +2.095006E+01 +2.930127E+00 +2.142981E+00 -9.284254E-01 -1.484966E-01 +1.592237E+01 -1.265314E+01 -1.277932E+01
-5.432244E+00 +6.461925E+00 +9.243769E+00 -1.645093E-01 +1.856562E+00 +1.835509E+00 -3.206185E+00 +1.704885E+00 +2.276539E+00
-4.398244E-01 +5.143360E+00 +4.323476E+00 +6.875207E-01 -9.869025E-02 -8.574321E-01 +1.358465E+00 -6.823374E+00 +5.665408E+00
-2.864232E+00 +4.643558E+00 -9.469203E-01 -7.517036E-01 +1.338108E+00 -8.941460E-01 +3.836202E+00 +3.209498E+01 +3.918683E+01
+2.837492E+00 +8.423923E+00 +1.109316E+01 -8.858023E-01 -3.072082E-01 -1.494248E-01 -5.136624E+00 -6.284102E+00 +1.317334E+00
+9.931931E+00 +9.546902E+00 +1.105553E+01 +5.322159E-01 -1.668719E+00 -4.903462E-01 -3.501653E+00 +4.189951E+00 -2.889800E+00
+1.053121E+00 +9.120720E+00 +9.914640E+00 +4.301153E-01 -1.017621E+00 +1.245942E+00 +1.578389E+01 -5.836027E+00 +3.428829E+00
+7.446690E+00 +1.157916E+01 +2.603652E+00 -2.188483E-01 +2.409517E+00 +2.694692E+00 +1.639232E+01 -2.796724E+00 +1.076691E+01
-7.349316E+00 +1.032416E+01 +9.653105E+00 -7.231375E-01 +6.158561E-01 +1.010256E+00 +3.803133E+00 +4.567799E-02 -3.133268E-02
+2.246807E+01 +6.120032E+00 +5.031446E-01 +4.941472E-01 -5.638769E-01 +1.184746E+00 -2.878569E+01 +4.806561E+01 +2.314239E+01
-6.529241E+00 +1.207085E+01 -1.610246E+00 +2.351774E+00 -3.359486E-01 +5.067927E-01 -4.333806E+00 +1.129482E+00 +1.805021E+00
-2.240656E+00 +8.823792E-01 +3.666352E+00 -2.233137E-01 -5.227807E-01 -2.379524E-01 -6.272001E-01 -2.066504E+00 -1.787209E+00
+9.256524E+00 +9.679871E+00 -6.436182E+00 +1.099606E+00 +1.321960E-01 +2.026775E-01 +1.021904E+00 -9.186337E+00 -3.390288E+00
-2.524371E+00 +4.797991E+00 +1.019330E+01 -1.215343E+00 -2.137329E+00 +2.441356E-01 +1.265603E+01 -2.908950E+00 +7.817673E-01
+4.309550E+00 +9.462530E+00 +2.418797E+00 +2.726082E-01 -1.720059E+00 +1.777337E+00 -8.418532E+00 -2.273191E+01 -2.014195E+00
+1.003717E+01 +1.469275E+01 +7.744225E+00 -1.854372E+00 -2.760238E+00 -3.666706E-01 +4.962575E+00 -6.316193E+00 +1.205333E+01
-5.483569E+00 +8.042756E+00 +4.840066E+00 -5.507927E-01 +1.900483E+00 +5.024492E-01 -4.725802E+00 +2.373217E+00 -1.427498E+00
+6.656415E+00 -2.301895E+00 +1.374909E+01 -2.198527E+00 -2.988888E+00 +2.693355E+00 +6.357636E+00 +2.848668E+00 +2.189681E+00
+8.360502E+00 +1.593105E+01 +3.109415E+00 +1.364325E-01 -5.074707E-01 +7.755092E-01 +2.296887E+00 -6.972522E+00 +1.274328E+00
+3.730674E+00 +8.791658E-01 +2.107111E+00 -6.024768E-01 -7.067573E-02 -1.397950E+00 -5.639461E+00 +1.199623E+00 -1.624269E+00
-1.977036E+00 +8.718049E+00 +1.041837E+01 +1.669174E-01 +1.731534E-01 -9.073187E-01 -1.271917E+01 +8.830733E+00 -7.900310E+00
-8.063222E+00 +1.386771E+01 +1.315808E+01 -1.752996E+00 +6.488008E-01 +2.196457E-01 +1.026145E+01 -2.325627E+00 +1.087347E+01
+5.423348E+00 +7.742034E+00 +1.806962E+01 +1.442696E+00 +8.280736E-01 +1.087094E+00 +6.538733E+01 -5.992285E+00 -1.646538E+01
+6.133318E+00 +1.490965E+01 +7.720491E+00 +1.004216E+00 -7.846088E-01 +1.907723E+00 +2.165588E+00 -1.086332E+00 -6.859945E-02
+3.608919E+00 +5.789150E+00 +9.431070E+00 -8.866278E-01 +7.777487E-01 +7.611430E-01 +1.039186E+01 +9.167079E+00 -8.268345E+00
+1.397333E+01 +7.480140E+00 +9.466741E+00 +1.863516E+00 +7.527774E-02 -3.409435E-01 -1.896242E+01 -1.250432E+01 -1.326052E+01
+7.991811E-01 +6.144633E+00 +9.562113E+00 -5.631918E-01 -1.823569E+00 +1.057630E+00 +6.386158E+00 +4.596640E+00 +7.256920E+00
-4.619676E+00 +9.014434E+00 -1.315035E+00 +2.791534E+00 +5.580843E-01 +1.328492E-01 -3.783661E+00 -7.475183E-01 +3.639866E-01
+3.319191E+00 -4.968723E+00 +2.085947E+00 +7.908566E-01 -7.826659E-01 +1.098867E+00 +1.449001E+00 -3.119665E+00 -6.645266E-01
+1.158450E+00 -7.576967E+00 +1.966862E+00 +7.052298E-01 +1.200700E-01 -1.700682E+00 -1.543740E-01 +7.709884E+00 +5.544364E+00
+3.814518E+00 +9.606991E+00 +1.503639E+01 -1.141991E+00 +9.297618E-01 -1.129088E+00 -1.013154E+01 +4.341504E+00 +7.188216E-01
+1.340490E+01 +3.429633E+00 -1.158298E+00 +2.356450E+00 +2.783933E+00 -1.748561E+00 +4.298178E+00 -1.063193E+01 -9.298956E+00
+6.337554E+00 +1.904655E+00 +5.052727E+00 -7.466225E-01 -1.621217E-01 -9.222190E-01 -9.738290E-01 +8.307821E+00 +9.568645E-01
+9.619414E+00 +7.499775E+00 +4.923489E+00 +6.103830E-01 -2.397691E+00 -1.001167E-01 +1.125625E+00 -2.424622E-01 -4.829009E-01
+5.218026E+00 -3.967035E-01 -2.565777E-01 +4.534078E-01 +2.333560E-01 +3.865197E-01 +5.048635E+00 -3.587699E-01 +1.417395E+00
-2.258336E-01 +2.070558E+00 -1.895713E+00 +8.489473E-01 +2.864822E-01 +2.739285E+00 -2.287836E+00 +4.838023E-01 +2.848710E+00
+5.431935E+00 +3.748005E+00 +5.626164E+00 -2.906238E-02 -8.201376E-02 -4.222272E-01 +7.899705E+00 +7.213142E+00 +2.194770E+00
+9.107152E+00 -4.209953E+00 +6.877557E-01 -5.442657E-01 +1.841181E+00 +1.683497E-01 +1.288100E+01 -3.958747E+01 -1.590050E+00
+1.077516E+01 -8.147806E-01 -3.600271E+00 +7.895346E-01 +8.789002E-01 -1.189810E+00 +1.442193E+00 -2.961572E-01 +1.379518E+00
+6.350582E+00 +6.956270E+00 +1.109169E+01 -7.205051E-01 -8.965656E-01 -7.076886E-01 -1.410419E+01 +1.611922E+00 -1.113139E+01
+7.311473E+00 +6.174203E+00 +1.384150E+01 +1.884818E+00 +1.648228E+00 -2.874472E-01 +2.241382E+00 -1.336635E+00 -7.407406E-02
-4.079517E+00 -6.343495E+00 +7.882725E+00 -1.171803E-01 -7.191204E-01 -2.056532E-01 +1.214875E+01 +3.120644E-02 -2.643519E+00
+1.454791E+01 -2.145052E+00 +8.387607E+00 +2.405913E-01 -8.657220E-02 +1.020983E+00 -5.470456E+01 -9.818858E+00 +2.418807E+01
-2.549336E+00 +2.826468E+00 +1.236400E+01 -3.439896E-01 -1.353681E+00 -2.286775E-01 -3.567165E-01 +1.472994E+00 -5.114867E-02
+4.555378E+00 +3.048904E+00 +1.420056E+01 -1.664119E+00 +2.177971E+00 -8.609058E-01 -1.947863E-01 -7.846641E+00 -9.413105E+00
-8.882055E+00 +5.739321E+00 +2.173941E+01 -5.847750E-01 -1.096258E+00 +2.701312E+00 -4.820068E+00 +2.957604E+00 -1.954269E-01
-3.882945E+00 -3.761428E+00 +1.692842E+01 +7.199051E-01 -1.895312E+00 +6.097767E-01 +1.049747E+01 +5.827450E+00 -5.959623E+00
+1.521573E+01 +8.587789E+00 +5.404885E+00 -2.238086E+00 -8.610199E-01 +3.422522E-01 +1.138884E+01 -7.847975E+00 +9.586273E+00
+2.971620E+00 +4.520933E+00 +7.545988E+00 +2.987854E-01 -4.927252E-01 -4.778871E-01 -1.230871E+01 +3.142883E+00 -1.079454E+01
-1.285712E+00 -7.022833E+00 +2.049339E+00 -1.294495E+00 +1.271278E+00 +7.033518E-01 -7.288345E-01 +1.068135E+00 +2.224280E+00
+9.641201E+00 -2.761423E-01 -3.526645E+00 +7.566366E-01 -7.274682E-01 -4.736664E-01 +6.095245E+01 -2.174937E+01 -1.557352E+01
+5.030061E+00 +3.903255E+00 -1.368687E+00 -1.388334E+00 -6.036313E-01 +4.936266E-01 -1.624970E+00 -1.396463E+00 +4.006317E+00
+1.230161E+01 -6.272660E+00 +6.623771E+00 -8.310709E-01 -3.169872E-01 -7.060100E-01 +4.437135E+00 +3.829695E-01 +2.112725E-02
+4.509990E+00 -1.331854E-01 -2.589306E+00 +1.819044E+00 +2.434843E-02 +2.287253E+00 -1.464571E+00 -3.659581E+00 -6.667536E+00
+6.819013E+00 +3.720778E+00 +1.813256E+00 -3.640790E-01 +5.267001E-01 -3.908941E-01 +1.690574E+01 -6.172943E+00 +2.130702E+01
+4.261352E+00 +7.303776E+00 +2.498648E+00 -5.116666E-01 +1.284294E+00 -9.888531E-01 +2.853767E+00 +4.228799E+00 +2.050742E+00
-6.256972E+00 +4.248574E+00 -1.848386E+00 -8.416352E-01 +3.254782E+00 -4.440485E-01 +1.490353E+01 -4.537790E+00 +1.105021E+01
+4.083333E+00 +1.987679E+00 +1.215495E+01 +9.187799E-01 -3.731411E-03 +1.807539E+00 -7.130818E-01 -2.499681E+00 -3.953507E-01
+1.227587E+01 +3.642324E+00 +2.642125E-01 +1.523149E+00 -2.365409E-01 -1.215383E+00 -2.833869E-01 -4.072227E+00 -4.129109E+00
-2.998764E+00 +1.007314E+01 +4.562125E+00 -1.089129E+00 +1.435710E+00 -4.396408E-03 +9.486081E+00 +2.643107E+00 +1.082020E+00
-7.227049E-02 +1.581390E+00 +5.141952E+00 -2.281326E+00 -2.693702E-01 +1.248981E+00 -5.108265E+00 -1.887824E+00 -1.181943E-01
+4.443191E-01 -3.977857E-01 +8.665834E+00 +2.202283E-01 -2.319960E+00 -7.456051E-01 +4.826579E+00 -4.169952E+00 +2.378043E+00
+2.623288E+00 +2.461296E+00 +3.002923E+00 -3.893990E-01 +1.050474E+00 -8.853209E-01 -1.181997E+01 -3.908369E+00 +1.457498E+01
+4.998693E+00 -1.455916E+00 +2.307615E+00 -1.581033E-01 +1.320342E+00 -6.141931E-02 -2.357723E+00 -1.485196E+00 +2.438242E+00
+2.932067E+00 +7.158664E-01 +8.585185E+00 +5.344074E-01 +4.911906E-01 -5.522121E-01 +1.637464E+00 +1.872503E+00 +2.428579E-01
+1.140957E+01 -6.507559E+00 +1.119697E+01 +4.628582E-01 -8.536095E-01 -1.537007E+00 +1.574452E+00 -1.754337E+00 +9.243399E-02
+7.051924E+00 -5.850720E+00 +8.232102E+00 +7.719339E-01 +4.286975E-01 -8.948716E-01 -1.228003E+01 -2.970753E+01 -4.223270E+01
+4.254654E+00 +5.248198E+00 +8.761677E+00 -4.700518E-01 +3.638987E-01 -1.764129E+00 +6.530671E+00 +7.057438E+00 -9.484899E+00
+7.213682E+00 +5.432606E+00 -2.414959E+00 -6.727212E-02 +1.720941E+00 +1.874676E+00 +6.996875E+00 -1.907216E+01 -2.235979E+00
+6.113360E+00 +3.806669E+00 -1.082393E+00 -9.177260E-01 +2.845621E+00 -4.319689E-01 +1.818031E+01 +3.720253E+01 +1.791449E+01
+5.100591E-01 +4.590438E+00 -4.111644E+00 -2.216533E-01 +9.205091E-01 -3.266014E-01 -2.000326E+01 +3.767839E+00 +2.026950E+00
-3.933366E+00 +1.160078E+01 -3.449292E+00 -1.785838E-01 +1.830122E+00 -1.170198E+00 +2.662798E-01 +1.665479E+00 +3.262575E+00
+5.627630E+00 +4.029003E+00 +1.997898E+00 +2.880587E-01 -3.429981E-01 +1.592565E+00 +1.138335E+00 -9.802264E-01 +9.697313E-01
+3.309088E+00 -4.049116E+00 +4.877542E+00 +2.772483E-01 +4.535981E-01 -6.738084E-01 +5.988916E+00 -2.834875E+01 +2.080262E+01
-5.510833E+00 +2.921687E+00 +1.731180E+00 +1.209378E-01 +4.022787E-01 -3.453718E+00 -2.598647E+01 +9.074378E+00 -1.095417E+01
+9.180229E-01 +2.314542E+00 +1.410446E+01 -7.088845E-02 -1.320845E+00 +1.349880E+00 -2.109256E+00 +1.068111E+00 +9.038139E-01
+7.815481E-01 +1.189224E+01 +3.065803E+00 +9.588584E-01 -7.095200E-01 +7.862807E-01 +1.253772E+01 +1.906954E+01 +2.455754E+00
+1.391845E+01 +4.545462E-01 +1.023616E+01 +1.172893E+00 -7.331218E-01 +1.275159E+00 -3.564241E+01 -9.462295E+00 -1.054037E+01
-8.938633E+00 +4.912769E+00 +3.647339E+00 -1.153738E+00 +7.052128E-01 +6.581283E-01 +2.148589E+01 -3.149268E+01 +3.022166E+01
+6.822596E+00 -3.651694E+00 +7.773103E+00 +1.247183E+00 +3.554145E-02 -1.318977E+00 -4.418911E+00 +2.775756E+01 -1.306939E+01
+3.430570E-01 -7.433088E-01 -2.552951E+00 +1.245390E+00 -1.808865E+00 -6.561218E-01 -3.925348E+00 +2.170124E+00 +3.597632E-01
+6.657265E+00 +8.379970E+00 +9.663870E+00 -2.360356E-01 +2.121783E-01 -7.948026E-01 -1.657394E+00 +8.766337E-01 -1.283519E+00
+3.871188E+00 +1.455686E+01 +4.687177E+00 +2.678331E+00 +6.738194E-01 +6.305877E-01 -1.247529E+00 +1.977144E+00 +3.310753E+00
+6.724808E+00 +1.479541E+01 +1.255080E+01 -9.917902E-01 -6.463436E-01 -9.309651E-01 -4.468242E+00 +7.890682E+00 -4.388385E+00
+2.340683E+00 +4.364437E+00 +2.223323E+01 +2.081672E+00 -8.085529E-01 -1.184058E+00 +2.169991E+00 -5.449304E-02 -5.777607E-01
+3.070372E+00 +5.109056E+00 +8.551800E+00 -1.699054E+00 -1.017199E+00 -1.655756E+00 +3.769695E+00 -3.969949E+00 +2.457234E+00
+3.718092E+00 -5.704572E-01 +1.093737E+01 -8.570206E-01 -2.991678E-01 +2.765434E+00 +1.281076E+01 -2.483762E+00 +1.226390E+00
-6.654195E-01 -6.269572E-01 -7.938473E+00 +1.327579E+00 +5.899035E-01 -3.637453E-01 -6.374912E-01 -3.976560E+00 -8.598636E+00
+2.269739E+00 +5.497437E+00 -5.634370E+00 -9.756261E-01 -6.225940E-01 -7.531671E-02 +9.295938E-01 +6.595302E+00 +4.511563E+00
+8.209438E+00 +8.465713E+00 +3.665659E+00 +1.298643E+00 -1.413086E+00 -6.110600E-01 +6.219588E+00 -5.156156E+00 +1.676373E-01
+3.445345E+00 +4.220132E+00 +3.021247E+00 +5.486723E-02 +1.760390E+00 +7.307018E-02 -1.626693E+00 +2.614209E+00 -1.451412E+00
+7.736612E+00 +9.446911E+00 +3.790870E+00 +1.663544E+00 +1.443386E+00 +2.216764E+00 +1.129106E-01 +1.000465E+01 +6.413353E+00
-4.006726E+00 +6.347087E+00 +4.790860E+00 -3.643019E-01 +2.793598E-01 +2.656238E-01 -2.895853E+00 +1.159639E+01 -3.101945E+01
+1.298755E+01 +2.971806E+00 +1.083720E+01 +9.339364E-01 -9.709746E-02 -3.200795E-01 -7.832683E+00 -2.018683E+00 +1.075191E+01
-4.524543E+00 +3.086316E+00 +1.284406E+00 +2.323114E-01 +5.779509E-02 +1.104536E+00 +1.908693E-01 +4.449756E+00 -3.889362E+00
+2.173607E+00 +4.986600E-01 +7.392949E+00 -5.192719E-01 +2.279372E+00 +3.040850E-01 +1.682343E+00 -2.145262E-01 -8.950176E-01
+5.298665E+00 +1.588375E+01 +8.677217E+00 +8.880909E-01 -8.779586E-01 +2.026773E+00 +1.815931E+00 -1.943909E+00 -1.782546E+00
+8.904694E+00 -1.131666E+00 -2.528876E+00 +3.397723E-01 -1.223674E+00 -1.382112E+00 -4.977474E+00 +2.449870E+01 +3.172463E+01
+4.740010E+00 +7.954688E+00 +3.669774E+00 +2.789096E+00 +2.091048E+00 +1.025327E+00 +5.291470E+00 +4.779638E+00 +5.622822E+00
+4.444068E+00 +4.878372E+00 +2.036739E+00 +3.146993E-01 +1.152894E+00 -1.080268E-01 -4.261571E-01 +4.828653E-01 -2.856995E+00
+9.484940E+00 +1.073512E+01 +9.689907E+00 -1.239090E+00 +2.391382E-03 -1.298694E+00 -3.746395E-01 +2.120243E-01 +7.737832E+00
-6.959630E+00 +1.514072E+00 +5.299867E+00 -3.591476E-01 +1.475569E+00 +1.379450E+00 -3.843189E-01 -9.904943E-01 +4.487206E-01
+8.235355E+00 +2.119591E+01 +8.891686E+00 +1.400408E+00 +2.935661E-01 -8.419207E-02 +1.800520E+00 +1.846761E+00 +2.192140E+00
-1.288544E+01 +7.646981E+00 +1.271473E+01 +1.728956E+00 +1.316940E+00 +1.784132E+00 +1.603258E+01 +1.644288E+01 +9.874027E-01
+5.701146E+00 +6.824028E-01 +1.810362E+00 +1.728267E+00 +1.862494E+00 +2.369408E+00 +2.429025E+00 +1.829951E+00 +4.056449E+00
+1.433916E+01 -5.848929E-01 +4.059272E+00 -7.027590E-01 -8.672641E-02 -1.623260E+00 -2.863097E+01 +2.648802E+00 -2.493498E+00
-3.734100E+00 +1.061972E+01 +9.341378E+00 +1.005064E+00 +1.454604E+00 -1.216083E+00 -1.783123E+00 +1.227587E+00 +1.016476E+00
+5.508154E+00 +8.428286E+00 +1.070779E-01 +6.122595E-01 +1.014290E+00 +2.944719E-01 +2.827131E+00 +9.013794E-01 -2.636342E+00
-7.103267E+00 +1.919628E+01 +4.737883E+00 +2.128658E-01 +8.302135E-01 +4.750602E-01 -4.074423E+00 -1.812267E+00 -7.140106E+00
-1.225704E+00 +1.396782E+01 +1.443870E+00 +1.199700E+00 -9.485424E-01 -1.342283E-01 -9.813882E+00 -9.856749E+00 -1.332808E+01
+9.231238E+00 +1.658732E+01 +2.813333E+00 -2.236524E-01 +1.959432E-01 +2.057426E+00 -1.279446E+01 +9.889072E+00 +2.231433E+01
+1.377271E+01 +7.513513E+00 +3.651205E+00 -5.228763E-01 +3.442345E-01 -1.038065E-01 -4.459930E+00 -7.987768E+00 +2.888083E+00
+2.943579E+00 +8.805678E+00 +2.467592E+00 +1.491544E-01 -1.537546E+00 -1.792739E+00 +2.051758E+00 +1.570337E+00 -5.148066E-01
+1.027341E+01 +6.506987E+00 +8.427554E+00 -9.234944E-01 -2.241645E-01 +2.993879E-01 +3.363184E+00 +7.977508E+00 -4.652560E+00
+1.258462E+01 +1.264214E+01 -7.797188E-01 +1.467935E+00 +4.373135E-01 -1.196943E+00 +2.911894E+00 +1.433954E+01 -6.120450E+00
+3.445115E+00 +1.740999E+01 +8.305152E+00 -1.896559E+00 -1.121765E+00 -1.915176E+00 +5.248423E+00 +1.735643E+00 +3.652214E-01
+5.153090E+00 +8.678842E+00 +1.669771E+01 +1.967584E-01 -7.227776E-02 +1.721987E+00 -1.997557E+00 -2.000658E+00 -7.797809E-01
+8.773593E+00 +1.720010E-02 +6.706305E+00 -1.175380E+00 -9.660309E-01 -5.338756E-01 -6.323650E+01 +1.906077E+01 +1.043971E+01
-4.872193E-01 +8.702429E+00 +2.828668E+00 -3.216724E-01 -7.263108E-01 +5.348413E-01 +3.400570E+00 -9.512719E+00 +9.939936E+00
+1.164576E+01 +8.462373E+00 -3.927584E+00 -2.266691E-02 +1.566700E-01 -1.242915E+00 -3.415662E+00 +4.619977E+00 -3.101250E+00
+2.787416E-01 +7.425183E+00 +1.719851E+00 -2.084068E+00 +1.234233E+00 -2.723349E+00 +6.559786E+00 -5.269859E+00 -1.191015E+00
+4.948763E+00 +2.316231E+00 +7.297192E+00 +2.528798E+00 -1.150648E+00 -1.730155E+00 +2.848785E-01 +1.310472E-01 +7.336857E-01
+1.352181E+01 +1.397685E+01 +1.153329E+01 -1.031049E+00 -1.550809E+00 +1.363697E+00 -8.867571E+00 +6.753405E-02 +5.011642E+00
+4.660695E+00 +1.001775E+01 +1.617342E+01 +2.267231E+00 +2.240019E+00 +7.726908E-01 -4.471432E+00 +2.300683E+00 +8.506068E+00
+7.232463E+00 +1.007691E+01 +9.137057E+00 -2.645158E+00 -6.150016E-01 -2.131454E+00 +5.666396E-01 +2.187686E+00 +2.424438E-01
+9.982357E+00 +5.430768E+00 +1.154622E+01 -1.903948E+00 -1.170109E+00 -5.181669E-04 +5.449697E+01 -1.095696E+01 -1.989442E+01
+2.186387E+00 +7.355107E+00 +3.185504E-01 -5.387080E-01 +1.688061E-01 -7.758857E-01 -7.309731E+00 +8.899284E-01 -7.741664E+00
+1.845036E+01 +8.714256E+00 +1.838484E+00 -1.160343E+00 -2.384641E+00 +2.100866E+00 -9.342890E-01 -4.726578E+00 +4.888924E+00
+7.706136E+00 +3.523911E+00 +7.219947E+00 +1.113809E+00 +6.430913E-01 -9.621135E-01 +8.543158E+00 -7.779042E+00 +9.632238E-01
-1.582856E+00 -8.925120E+00 +2.093412E+00 -1.206400E+00 +4.105536E-01 +7.959984E-01 -1.424201E+00 +2.607046E+00 +1.860464E+00
+9.146558E+00 -6.001057E+00 +2.401521E+00 -1.802651E+00 -9.510325E-01 -1.436325E+00 +4.217370E+01 +9.726670E+00 -1.300435E+01
+9.290149E+00 +5.340552E+00 -1.504266E+00 +1.379193E-01 +6.507146E-01 +9.245989E-01 +4.072015E+01 -1.242602E+01 -2.664986E+01
+4.987611E+00 +7.114771E+00 +4.756601E+00 +1.982137E+00 -2.392317E-01 +1.192701E+00 +4.666495E+00 -1.203219E+01 -4.383904E+00
+3.716930E+00 -1.537662E+00 +1.172033E+01 -5.473715E-01 -1.164376E+00 +4.067547E-01 +4.331818E+00 +5.963250E-01 +2.819425E+00
+3.079738E+00 +2.326932E-02 +3.028849E+00 -1.892473E-01 -1.615139E-01 -1.891044E+00 -3.422675E+00 +5.328472E+00 +2.037922E+00
+9.719191E+00 -5.990488E+00 +1.459161E+01 -4.819175E-01 +1.219403E+00 -7.980487E-01 +7.351818E+00 +2.308489E+00 -1.678187E+01
+1.031841E+01 -3.812194E+00 +1.078585E+01 -8.943851E-01 -1.279866E+00 -1.020630E-01 -6.966852E+00 +2.723864E+00 +2.808755E-01
+6.944136E+00 +9.923198E-01 -3.702929E+00 -7.879927E-01 +3.013931E-01 +1.309286E+00 -2.275400E+01 +2.847136E+00 -1.275630E+01
+3.598715E+00 +4.348628E+00 +5.829997E+00 +2.911873E-01 +5.201437E-01 +1.444734E+00 -1.684865E+00 +4.834904E+00 -6.721615E+00
+6.253176E+00 +2.980766E+00 +1.297996E+01 +1.125790E+00 -9.090192E-01 +1.223175E+00 +1.793541E+00 -7.308179E-01 -5.692532E+00
+2.896025E-01 +4.871764E-01 +4.334661E+00 -7.721050E-01 +2.695476E+00 +2.018176E+00 -3.537483E+00 +1.526566E+00 -1.043577E+00
+5.233014E+00 -1.430840E+01 +3.750332E+00 +3.989306E-02 -3.345968E-01 +1.165909E-01 +1.439391E+00 +1.327469E+00 -3.841943E+00
+7.232683E+00 -5.317651E+00 +1.246748E+00 -1.044881E+00 -1.392861E+00 -4.214835E-01 -4.120626E+00 +6.583377E-01 +3.060960E+00
+9.771085E+00 -3.785440E+00 +1.206576E+01 -5.629871E-01 +1.510419E+00 +1.693064E+00 -7.718228E+00 +2.099511E+01 +8.558234E-01
+6.701012E+00 -1.321398E+00 +5.414644E+00 -1.982877E-01 -6.056620E-02 +6.903208E-01 -6.441166E+00 -8.676405E+00 -7.503080E+00
+1.134813E+01 -3.863943E+00 +1.052613E+01 +3.658061E-01 -1.302766E+00 +6.404825E-01 +5.882321E+00 +1.684513E+00 -1.208469E-01
+1.049312E+01 +1.034009E+00 +2.603992E+00 +2.659530E-01 +4.714195E-01 +6.769445E-01 -2.541068E+01 +2.217179E+00 +7.276471E+00
-2.278467E+00 +7.229008E-01 -3.152814E+00 +2.195118E+00 -5.505367E-01 -3.399639E-01 +2.268141E+01 -6.572969E+00 +1.525968E+01
+2.972957E+00 +1.540627E+01 +1.252188E-01 +1.281796E+00 +5.687605E-01 -1.647985E-01 +2.107904E+01 -4.998266E+01 -9.686931E+00
+8.467930E+00 +5.549210E+00 +8.944805E+00 +1.151258E-01 +8.431909E-01 +1.293442E+00 -4.479667E+01 +1.069468E+01 +2.031157E+01
+4.232552E+00 -3.006001E+00 -3.290463E+00 -2.158605E-01 -4.851407E-01 -1.557628E+00 +2.647430E+01 +9.432879E+00 +1.775843E+01
+1.477492E+00 -5.997123E-01 +9.582128E-01 +1.609122E+00 -1.540895E+00 -5.159943E-02 +1.487999E+00 -2.469145E+00 +6.611776E-02
+3.303731E+00 +6.683162E+00 +6.837565E+00 -2.882733E-01 -4.039894E-02 -7.878771E-01 -3.553724E+01 -3.765921E+00 +3.108111E+01
+9.746333E+00 +7.429510E+00 +6.986036E-01 +2.268582E+00 -1.331012E+00 +6.225568E-01 -4.528179E+00 -4.726622E+00 +2.168273E+01
+5.031655E+00 +6.140354E-02 -1.660328E+00 -1.721684E+00 +5.188571E-01 -7.155321E-01 +2.423126E+00 +1.020960E+00 +4.454553E+00
+2.535991E+00 +1.599776E+00 -2.196335E+00 -3.089968E+00 +6.392718E-01 -8.948257E-01 +3.703143E-01 -4.061611E+00 +3.796340E+00
+6.205207E-01 -1.181177E+01 +5.487693E+00 +1.078991E+00 +5.052507E-01 -1.178092E+00 +2.253934E+00 -1.098904E+00 -1.527932E+00
+1.127881E+01 -8.882604E+00 +6.502082E-01 -4.908810E-01 +4.075883E-01 -1.158538E+00 -2.159951E-01 +6.712713E-01 +1.520000E+00
+8.853854E-01 +2.532235E+00 +6.204371E+00 -5.169513E-02 +5.557993E-01 -5.557301E-01 +2.048753E+00 +7.737200E+00 +2.135915E+01
+4.061748E+00 +1.093355E+01 +1.572561E+01 -1.013036E+00 +2.636535E+00 +1.118044E+00 +1.021166E+01 +1.172546E+01 -3.654219E+00
+4.420881E+00 +1.913511E+00 +9.584565E+00 +9.457000E-01 -1.209899E+00 +1.523866E+00 +2.096767E+00 +2.726647E+00 -3.925533E+00
+1.432045E+01 +8.020714E+00 +6.395187E+00 +1.527954E+00 -8.028407E-02 +1.251149E+00 +2.221572E+01 +1.115435E+01 -2.740439E+01
+1.127670E+01 +1.356222E+01 +6.285532E+00 +1.926807E+00 +1.189678E+00 -1.652752E+00 -4.282458E+00 +4.807969E+00 -1.473522E+00
+8.106287E+00 -3.902301E+00 +6.071470E+00 +1.055599E+00 +9.066549E-01 +1.381676E+00 -1.871536E+00 -2.596793E+00 -5.865400E+00
-4.124085E+00 -1.797302E-01 +1.270393E+01 +9.463439E-02 +2.276475E+00 -1.836337E+00 -1.951456E+01 +2.342562E+00 -6.876639E+00
+1.346257E+01 +1.627239E+00 +7.546712E-01 +1.319489E-01 +6.351745E-01 +1.584465E+00 +8.177477E-01 +3.762263E-01 -1.196141E+00
+1.126336E+01 +3.144061E+00 +5.260432E+00 -1.612221E+00 -2.977217E+00 +8.471308E-01 +4.499538E+00 +4.424068E+00 +7.646603E-01
+1.867810E+01 +1.179339E+01 -6.413064E-02 -1.009031E+00 +2.235341E+00 +1.379525E+00 -1.016950E+01 -2.063839E+00 +3.453827E+00
+4.589246E+00 +2.197683E+00 +9.949927E-01 -6.647209E-01 -8.046490E-01 +2.352090E-01 -7.951557E-01 -7.763885E+00 -7.968954E+00
+6.827125E+00 +5.829302E+00 -1.363064E+00 +1.031117E+00 +9.915605E-01 -9.278644E-01 +4.346816E+01 -1.001282E+02 -4.606799E+01
