E V T
-6.800687E+02 -1.706492E+03 +1.026423E+03
-6.800572E+02 -1.691484E+03 +1.011427E+03
-6.800516E+02 -1.682042E+03 +1.001991E+03
-6.800506E+02 -1.676586E+03 +9.965349E+02
-6.800465E+02 -1.672094E+03 +9.920473E+02
-6.800516E+02 -1.667719E+03 +9.876673E+02
-6.800567E+02 -1.663559E+03 +9.835020E+02
-6.800536E+02 -1.662373E+03 +9.823196E+02
-6.800579E+02 -1.668185E+03 +9.881269E+02
-6.800633E+02 -1.680121E+03 +1.000058E+03
-6.800608E+02 -1.693066E+03 +1.013006E+03
-6.800557E+02 -1.701840E+03 +1.021784E+03
-6.800539E+02 -1.704092E+03 +1.024038E+03
-6.800485E+02 -1.701561E+03 +1.021512E+03
-6.800493E+02 -1.698308E+03 +1.018259E+03
-6.800533E+02 -1.697522E+03 +1.017469E+03
-6.800570E+02 -1.699085E+03 +1.019028E+03
-6.800521E+02 -1.698799E+03 +1.018747E+03
-6.800593E+02 -1.692860E+03 +1.012801E+03
-6.800600E+02 -1.684232E+03 +1.004172E+03
-6.800561E+02 -1.680381E+03 +1.000325E+03
-6.800508E+02 -1.685767E+03 +1.005716E+03
-6.800570E+02 -1.697150E+03 +1.017093E+03
-6.800534E+02 -1.708064E+03 +1.028011E+03
-6.800511E+02 -1.715027E+03 +1.034976E+03
-6.800490E+02 -1.716549E+03 +1.036500E+03
-6.800626E+02 -1.712819E+03 +1.032756E+03
-6.800664E+02 -1.706355E+03 +1.026288E+03
-6.800672E+02 -1.700044E+03 +1.019977E+03
-6.800705E+02 -1.694442E+03 +1.014372E+03
-6.800710E+02 -1.688420E+03 +1.008349E+03
-6.800782E+02 -1.680399E+03 +1.000320E+03
-6.800723E+02 -1.672244E+03 +9.921717E+02
-6.800716E+02 -1.667061E+03 +9.869894E+02
-6.800652E+02 -1.663185E+03 +9.831203E+02
-6.800557E+02 -1.658738E+03 +9.786820E+02
-6.800631E+02 -1.655258E+03 +9.751953E+02
-6.800615E+02 -1.658292E+03 +9.782304E+02
-6.800679E+02 -1.670342E+03 +9.902744E+02
-6.800739E+02 -1.687223E+03 +1.007149E+03
-6.800752E+02 -1.702036E+03 +1.021961E+03
-6.800716E+02 -1.711097E+03 +1.031025E+03
-6.800726E+02 -1.714189E+03 +1.034116E+03
-6.800756E+02 -1.713717E+03 +1.033641E+03
-6.800793E+02 -1.714138E+03 +1.034059E+03
-6.800857E+02 -1.712068E+03 +1.031982E+03
-6.800808E+02 -1.705141E+03 +1.025061E+03
-6.800756E+02 -1.697884E+03 +1.017809E+03
-6.800882E+02 -1.693594E+03 +1.013506E+03
-6.800923E+02 -1.691963E+03 +1.011871E+03
-6.800928E+02 -1.691492E+03 +1.011399E+03
-6.800828E+02 -1.692991E+03 +1.012908E+03
-6.800815E+02 -1.697741E+03 +1.017659E+03
-6.800862E+02 -1.701755E+03 +1.021669E+03
-6.800734E+02 -1.700633E+03 +1.020560E+03
-6.800792E+02 -1.694490E+03 +1.014411E+03
-6.800774E+02 -1.687030E+03 +1.006953E+03
-6.800869E+02 -1.682017E+03 +1.001930E+03
-6.800800E+02 -1.680977E+03 +1.000897E+03
-6.800836E+02 -1.683049E+03 +1.002965E+03
-6.800851E+02 -1.685151E+03 +1.005066E+03
-6.800829E+02 -1.684374E+03 +1.004291E+03
-6.800793E+02 -1.679003E+03 +9.989239E+02
-6.800675E+02 -1.669612E+03 +9.895447E+02
-6.800615E+02 -1.662528E+03 +9.824670E+02
-6.800600E+02 -1.661496E+03 +9.814359E+02
-6.800583E+02 -1.663932E+03 +9.838735E+02
-6.800506E+02 -1.667196E+03 +9.871455E+02
-6.800590E+02 -1.671025E+03 +9.909661E+02
-6.800493E+02 -1.677483E+03 +9.974336E+02
-6.800478E+02 -1.689190E+03 +1.009143E+03
-6.800399E+02 -1.701877E+03 +1.021837E+03
-6.800396E+02 -1.707483E+03 +1.027443E+03
-6.800478E+02 -1.702375E+03 +1.022327E+03
-6.800465E+02 -1.691152E+03 +1.011106E+03
-6.800498E+02 -1.681663E+03 +1.001613E+03
-6.800459E+02 -1.676937E+03 +9.968910E+02
-6.800557E+02 -1.676567E+03 +9.965115E+02
-6.800698E+02 -1.679007E+03 +9.989372E+02
-6.800677E+02 -1.682304E+03 +1.002237E+03
-6.800583E+02 -1.684389E+03 +1.004331E+03
-6.800501E+02 -1.684047E+03 +1.003997E+03
-6.800567E+02 -1.682921E+03 +1.002864E+03
-6.800426E+02 -1.683431E+03 +1.003389E+03
-6.800452E+02 -1.684236E+03 +1.004191E+03
-6.800411E+02 -1.681264E+03 +1.001223E+03
-6.800424E+02 -1.674337E+03 +9.942947E+02
-6.800385E+02 -1.668240E+03 +9.882013E+02
-6.800405E+02 -1.667180E+03 +9.871397E+02
-6.800436E+02 -1.674181E+03 +9.941374E+02
-6.800332E+02 -1.686482E+03 +1.006449E+03
-6.800340E+02 -1.696133E+03 +1.016099E+03
-6.800439E+02 -1.700536E+03 +1.020492E+03
-6.800459E+02 -1.704345E+03 +1.024299E+03
-6.800508E+02 -1.711483E+03 +1.031432E+03
-6.800542E+02 -1.717172E+03 +1.037118E+03
-6.800562E+02 -1.714573E+03 +1.034517E+03
-6.800600E+02 -1.704633E+03 +1.024573E+03
-6.800569E+02 -1.695414E+03 +1.015357E+03
-6.800641E+02 -1.692598E+03 +1.012534E+03
-6.800554E+02 -1.693705E+03 +1.013649E+03
-6.800547E+02 -1.694043E+03 +1.013988E+03
-6.800495E+02 -1.693055E+03 +1.013005E+03
-6.800485E+02 -1.692900E+03 +1.012851E+03
-6.800367E+02 -1.694360E+03 +1.014324E+03
-6.800296E+02 -1.696208E+03 +1.016178E+03
-6.800327E+02 -1.696710E+03 +1.016677E+03
-6.800365E+02 -1.695334E+03 +1.015298E+03
-6.800334E+02 -1.693338E+03 +1.013304E+03
-6.800329E+02 -1.691985E+03 +1.011952E+03
-6.800329E+02 -1.691559E+03 +1.011527E+03
-6.800350E+02 -1.692198E+03 +1.012163E+03
-6.800326E+02 -1.693391E+03 +1.013358E+03
-6.800263E+02 -1.695325E+03 +1.015299E+03
-6.800304E+02 -1.697106E+03 +1.017076E+03
-6.800267E+02 -1.698306E+03 +1.018279E+03
-6.800268E+02 -1.702233E+03 +1.022206E+03
-6.800194E+02 -1.707742E+03 +1.027723E+03
-6.800204E+02 -1.709918E+03 +1.029898E+03
-6.800214E+02 -1.707318E+03 +1.027296E+03
-6.800308E+02 -1.703858E+03 +1.023827E+03
-6.800283E+02 -1.702025E+03 +1.021996E+03
-6.800237E+02 -1.698594E+03 +1.018570E+03
-6.800347E+02 -1.690441E+03 +1.010406E+03
-6.800329E+02 -1.679537E+03 +9.995039E+02
-6.800365E+02 -1.671740E+03 +9.917035E+02
-6.800465E+02 -1.670249E+03 +9.902027E+02
-6.800383E+02 -1.671454E+03 +9.914160E+02
-6.800339E+02 -1.671891E+03 +9.918573E+02
-6.800370E+02 -1.672775E+03 +9.927377E+02
-6.800357E+02 -1.675587E+03 +9.955516E+02
-6.800406E+02 -1.679043E+03 +9.990026E+02
-6.800360E+02 -1.682945E+03 +1.002909E+03
-6.800283E+02 -1.688919E+03 +1.008891E+03
-6.800380E+02 -1.695815E+03 +1.015777E+03
-6.800396E+02 -1.700448E+03 +1.020409E+03
-6.800375E+02 -1.701092E+03 +1.021054E+03
-6.800470E+02 -1.697936E+03 +1.017889E+03
-6.800457E+02 -1.691826E+03 +1.011780E+03
-6.800493E+02 -1.685270E+03 +1.005221E+03
-6.800429E+02 -1.682527E+03 +1.002484E+03
-6.800463E+02 -1.682586E+03 +1.002540E+03
-6.800381E+02 -1.680076E+03 +1.000038E+03
-6.800313E+02 -1.676998E+03 +9.969663E+02
-6.800337E+02 -1.681644E+03 +1.001610E+03
-6.800339E+02 -1.691330E+03 +1.011296E+03
-6.800416E+02 -1.700406E+03 +1.020365E+03
-6.800432E+02 -1.708409E+03 +1.028366E+03
-6.800370E+02 -1.714631E+03 +1.034594E+03
-6.800422E+02 -1.715704E+03 +1.035661E+03
-6.800470E+02 -1.710378E+03 +1.030331E+03
-6.800444E+02 -1.702044E+03 +1.021999E+03
-6.800362E+02 -1.695553E+03 +1.015517E+03
-6.800296E+02 -1.694377E+03 +1.014348E+03
-6.800285E+02 -1.697829E+03 +1.017800E+03
-6.800268E+02 -1.703605E+03 +1.023579E+03
-6.800237E+02 -1.710627E+03 +1.030603E+03
-6.800173E+02 -1.717135E+03 +1.037118E+03
-6.800224E+02 -1.720523E+03 +1.040500E+03
-6.800142E+02 -1.718777E+03 +1.038763E+03
-6.800209E+02 -1.711077E+03 +1.031056E+03
-6.800214E+02 -1.699409E+03 +1.019387E+03
-6.800121E+02 -1.688517E+03 +1.008505E+03
-6.800027E+02 -1.681004E+03 +1.001001E+03
-6.800004E+02 -1.675277E+03 +9.952768E+02
-6.800070E+02 -1.670901E+03 +9.908942E+02
-6.800063E+02 -1.671024E+03 +9.910173E+02
-6.800032E+02 -1.676531E+03 +9.965281E+02
-6.800088E+02 -1.684979E+03 +1.004970E+03
-6.800124E+02 -1.692743E+03 +1.012730E+03
-6.800145E+02 -1.696862E+03 +1.016847E+03
-6.800163E+02 -1.695480E+03 +1.015464E+03
-6.800204E+02 -1.686351E+03 +1.006331E+03
-6.800250E+02 -1.670757E+03 +9.907324E+02
-6.800262E+02 -1.656866E+03 +9.768399E+02
-6.800185E+02 -1.650447E+03 +9.704290E+02
-6.800188E+02 -1.657243E+03 +9.772247E+02
-6.800260E+02 -1.676238E+03 +9.962117E+02
-6.800243E+02 -1.696463E+03 +1.016438E+03
-6.800283E+02 -1.709793E+03 +1.029765E+03
-6.800245E+02 -1.714942E+03 +1.034918E+03
-6.800314E+02 -1.714589E+03 +1.034557E+03
-6.800339E+02 -1.712408E+03 +1.032374E+03
-6.800260E+02 -1.710252E+03 +1.030226E+03
-6.800206E+02 -1.707119E+03 +1.027099E+03
-6.800204E+02 -1.701499E+03 +1.021479E+03
-6.800301E+02 -1.693581E+03 +1.013551E+03
-6.800252E+02 -1.688155E+03 +1.008130E+03
-6.800231E+02 -1.691952E+03 +1.011929E+03
-6.800278E+02 -1.702537E+03 +1.022509E+03
-6.800289E+02 -1.710027E+03 +1.029998E+03
-6.800355E+02 -1.709456E+03 +1.029420E+03
-6.800452E+02 -1.703988E+03 +1.023943E+03
-6.800498E+02 -1.698099E+03 +1.018049E+03
-6.800444E+02 -1.693129E+03 +1.013084E+03
-6.800477E+02 -1.689584E+03 +1.009536E+03
-6.800531E+02 -1.688032E+03 +1.007979E+03
-6.800518E+02 -1.690645E+03 +1.010594E+03
-6.800418E+02 -1.700770E+03 +1.020728E+03
-6.800426E+02 -1.715100E+03 +1.035057E+03
-6.800473E+02 -1.727312E+03 +1.047264E+03
-6.800309E+02 -1.734962E+03 +1.054931E+03
-6.800260E+02 -1.737381E+03 +1.057355E+03
-6.800375E+02 -1.734168E+03 +1.054131E+03
-6.800395E+02 -1.726967E+03 +1.046928E+03
-6.800441E+02 -1.719835E+03 +1.039791E+03
-6.800342E+02 -1.714921E+03 +1.034887E+03
-6.800455E+02 -1.710173E+03 +1.030127E+03
-6.800536E+02 -1.703358E+03 +1.023305E+03
-6.800480E+02 -1.696830E+03 +1.016782E+03
-6.800596E+02 -1.692371E+03 +1.012311E+03
-6.800618E+02 -1.684836E+03 +1.004774E+03
-6.800577E+02 -1.678256E+03 +9.981980E+02
-6.800572E+02 -1.681651E+03 +1.001594E+03
-6.800631E+02 -1.692676E+03 +1.012613E+03
-6.800624E+02 -1.702585E+03 +1.022522E+03
-6.800565E+02 -1.708184E+03 +1.028127E+03
-6.800544E+02 -1.711065E+03 +1.031011E+03
-6.800539E+02 -1.714019E+03 +1.033965E+03
-6.800403E+02 -1.721152E+03 +1.041112E+03
-6.800516E+02 -1.732518E+03 +1.052466E+03
-6.800552E+02 -1.742492E+03 +1.062436E+03
-6.800565E+02 -1.746314E+03 +1.066258E+03
-6.800585E+02 -1.741790E+03 +1.061731E+03
-6.800621E+02 -1.730734E+03 +1.050672E+03
-6.800526E+02 -1.717995E+03 +1.037943E+03
-6.800531E+02 -1.707475E+03 +1.027422E+03
-6.800539E+02 -1.700040E+03 +1.019986E+03
-6.800539E+02 -1.696004E+03 +1.015951E+03
-6.800518E+02 -1.698103E+03 +1.018051E+03
-6.800536E+02 -1.707514E+03 +1.027461E+03
-6.800557E+02 -1.720841E+03 +1.040786E+03
-6.800598E+02 -1.732566E+03 +1.052507E+03
-6.800488E+02 -1.739269E+03 +1.059220E+03
-6.800496E+02 -1.739992E+03 +1.059943E+03
-6.800493E+02 -1.734208E+03 +1.054159E+03
-6.800490E+02 -1.723563E+03 +1.043514E+03
-6.800385E+02 -1.714583E+03 +1.034544E+03
-6.800380E+02 -1.715327E+03 +1.035289E+03
-6.800257E+02 -1.722423E+03 +1.042397E+03
-6.800232E+02 -1.727841E+03 +1.047818E+03
-6.800171E+02 -1.728622E+03 +1.048605E+03
-6.800268E+02 -1.723477E+03 +1.043450E+03
-6.800352E+02 -1.712995E+03 +1.032959E+03
-6.800308E+02 -1.701753E+03 +1.021722E+03
-6.800260E+02 -1.695296E+03 +1.015270E+03
-6.800260E+02 -1.695484E+03 +1.015458E+03
-6.800317E+02 -1.699329E+03 +1.019297E+03
-6.800463E+02 -1.702262E+03 +1.022216E+03
-6.800542E+02 -1.701216E+03 +1.021161E+03
-6.800547E+02 -1.695778E+03 +1.015723E+03
-6.800508E+02 -1.687990E+03 +1.007939E+03
-6.800380E+02 -1.680791E+03 +1.000753E+03
-6.800401E+02 -1.677541E+03 +9.975008E+02
-6.800460E+02 -1.680293E+03 +1.000247E+03
-6.800419E+02 -1.687952E+03 +1.007910E+03
-6.800394E+02 -1.696578E+03 +1.016539E+03
-6.800409E+02 -1.701416E+03 +1.021375E+03
-6.800475E+02 -1.701570E+03 +1.021523E+03
-6.800383E+02 -1.697328E+03 +1.017289E+03
-6.800454E+02 -1.691205E+03 +1.011159E+03
-6.800477E+02 -1.692381E+03 +1.012333E+03
-6.800493E+02 -1.703291E+03 +1.023241E+03
-6.800460E+02 -1.717614E+03 +1.037568E+03
-6.800450E+02 -1.730168E+03 +1.050123E+03
-6.800624E+02 -1.736351E+03 +1.056288E+03
-6.800601E+02 -1.732034E+03 +1.051974E+03
-6.800657E+02 -1.716876E+03 +1.036811E+03
-6.800721E+02 -1.697766E+03 +1.017694E+03
-6.800646E+02 -1.684533E+03 +1.004468E+03
-6.800677E+02 -1.682527E+03 +1.002459E+03
-6.800634E+02 -1.691720E+03 +1.011657E+03
-6.800616E+02 -1.706887E+03 +1.026826E+03
-6.800608E+02 -1.721693E+03 +1.041632E+03
-6.800642E+02 -1.732085E+03 +1.052020E+03
-6.800508E+02 -1.736753E+03 +1.056703E+03
-6.800537E+02 -1.735892E+03 +1.055838E+03
-6.800544E+02 -1.729444E+03 +1.049390E+03
-6.800562E+02 -1.720193E+03 +1.040137E+03
-6.800475E+02 -1.712354E+03 +1.032307E+03
-6.800388E+02 -1.707299E+03 +1.027260E+03
-6.800364E+02 -1.707025E+03 +1.026989E+03
-6.800336E+02 -1.713454E+03 +1.033421E+03
-6.800395E+02 -1.725317E+03 +1.045278E+03
-6.800375E+02 -1.739073E+03 +1.059036E+03
-6.800414E+02 -1.749585E+03 +1.069543E+03
-6.800347E+02 -1.752581E+03 +1.072546E+03
-6.800355E+02 -1.747446E+03 +1.067411E+03
-6.800393E+02 -1.737819E+03 +1.057779E+03
-6.800470E+02 -1.727099E+03 +1.047052E+03
-6.800519E+02 -1.715046E+03 +1.034994E+03
-6.800470E+02 -1.700720E+03 +1.020673E+03
-6.800472E+02 -1.686151E+03 +1.006104E+03
-6.800439E+02 -1.677139E+03 +9.970950E+02
-6.800413E+02 -1.680430E+03 +1.000389E+03
-6.800396E+02 -1.694344E+03 +1.014305E+03
-6.800324E+02 -1.709346E+03 +1.029313E+03
-6.800329E+02 -1.718505E+03 +1.038472E+03
-6.800329E+02 -1.720418E+03 +1.040385E+03
-6.800352E+02 -1.719058E+03 +1.039023E+03
-6.800316E+02 -1.716496E+03 +1.036464E+03
-6.800299E+02 -1.711108E+03 +1.031078E+03
-6.800319E+02 -1.701319E+03 +1.021287E+03
-6.800475E+02 -1.687908E+03 +1.007860E+03
-6.800541E+02 -1.680838E+03 +1.000784E+03
-6.800539E+02 -1.690122E+03 +1.010068E+03
-6.800563E+02 -1.703908E+03 +1.023851E+03
-6.800614E+02 -1.712378E+03 +1.032316E+03
-6.800593E+02 -1.715076E+03 +1.035016E+03
-6.800582E+02 -1.715957E+03 +1.035899E+03
-6.800521E+02 -1.717606E+03 +1.037554E+03
-6.800526E+02 -1.718439E+03 +1.038386E+03
-6.800521E+02 -1.716634E+03 +1.036582E+03
-6.800616E+02 -1.712987E+03 +1.032926E+03
-6.800549E+02 -1.710417E+03 +1.030362E+03
-6.800532E+02 -1.708843E+03 +1.028790E+03
-6.800536E+02 -1.705672E+03 +1.025618E+03
-6.800539E+02 -1.702791E+03 +1.022737E+03
-6.800659E+02 -1.701438E+03 +1.021373E+03
-6.800588E+02 -1.701507E+03 +1.021449E+03
-6.800629E+02 -1.701376E+03 +1.021313E+03
-6.800521E+02 -1.699348E+03 +1.019296E+03
-6.800606E+02 -1.694903E+03 +1.014843E+03
-6.800667E+02 -1.689691E+03 +1.009624E+03
-6.800667E+02 -1.687408E+03 +1.007341E+03
-6.800767E+02 -1.688853E+03 +1.008776E+03
-6.800787E+02 -1.690467E+03 +1.010388E+03
-6.800910E+02 -1.689702E+03 +1.009611E+03
-6.800823E+02 -1.687759E+03 +1.007677E+03
-6.800705E+02 -1.688016E+03 +1.007945E+03
-6.800708E+02 -1.691519E+03 +1.011449E+03
-6.800734E+02 -1.694046E+03 +1.013973E+03
-6.800700E+02 -1.692948E+03 +1.012878E+03
-6.800690E+02 -1.692917E+03 +1.012848E+03
-6.800629E+02 -1.697066E+03 +1.017003E+03
-6.800529E+02 -1.698470E+03 +1.018417E+03
-6.800488E+02 -1.694287E+03 +1.014238E+03
-6.800467E+02 -1.689153E+03 +1.009106E+03
-6.800598E+02 -1.686116E+03 +1.006057E+03
-6.800588E+02 -1.684545E+03 +1.004486E+03
-6.800644E+02 -1.682765E+03 +1.002701E+03
-6.800633E+02 -1.683619E+03 +1.003556E+03
-6.800588E+02 -1.693247E+03 +1.013188E+03
-6.800532E+02 -1.702879E+03 +1.022826E+03
-6.800557E+02 -1.706439E+03 +1.026383E+03
-6.800513E+02 -1.705237E+03 +1.025185E+03
-6.800577E+02 -1.701628E+03 +1.021571E+03
-6.800621E+02 -1.698169E+03 +1.018107E+03
-6.800518E+02 -1.696287E+03 +1.016235E+03
-6.800460E+02 -1.696058E+03 +1.016012E+03
-6.800498E+02 -1.696856E+03 +1.016806E+03
-6.800529E+02 -1.698243E+03 +1.018190E+03
-6.800470E+02 -1.700000E+03 +1.019954E+03
-6.800360E+02 -1.701339E+03 +1.021303E+03
-6.800242E+02 -1.701779E+03 +1.021755E+03
-6.800209E+02 -1.700846E+03 +1.020825E+03
-6.800271E+02 -1.696496E+03 +1.016469E+03
-6.800181E+02 -1.685196E+03 +1.005178E+03
-6.800237E+02 -1.666363E+03 +9.863392E+02
-6.800144E+02 -1.648078E+03 +9.680631E+02
-6.800185E+02 -1.640658E+03 +9.606397E+02
-6.800252E+02 -1.643135E+03 +9.631101E+02
-6.800288E+02 -1.649514E+03 +9.694852E+02
-6.800216E+02 -1.657353E+03 +9.773316E+02
-6.800360E+02 -1.665497E+03 +9.854611E+02
-6.800357E+02 -1.673548E+03 +9.935125E+02
-6.800344E+02 -1.682637E+03 +1.002603E+03
-6.800409E+02 -1.691239E+03 +1.011198E+03
-6.800360E+02 -1.695602E+03 +1.015566E+03
-6.800329E+02 -1.693871E+03 +1.013838E+03
-6.800385E+02 -1.688547E+03 +1.008508E+03
-6.800375E+02 -1.683537E+03 +1.003500E+03
-6.800332E+02 -1.678624E+03 +9.985904E+02
-6.800242E+02 -1.674126E+03 +9.941019E+02
-6.800306E+02 -1.673326E+03 +9.932957E+02
-6.800247E+02 -1.676268E+03 +9.962430E+02
-6.800280E+02 -1.679894E+03 +9.998660E+02
-6.800337E+02 -1.683898E+03 +1.003865E+03
-6.800388E+02 -1.689811E+03 +1.009772E+03
-6.800439E+02 -1.696942E+03 +1.016898E+03
-6.800419E+02 -1.703707E+03 +1.023665E+03
-6.800424E+02 -1.708916E+03 +1.028873E+03
-6.800519E+02 -1.712394E+03 +1.032342E+03
-6.800401E+02 -1.713473E+03 +1.033433E+03
-6.800368E+02 -1.707893E+03 +1.027857E+03
-6.800296E+02 -1.693792E+03 +1.013763E+03
-6.800398E+02 -1.676874E+03 +9.968342E+02
-6.800446E+02 -1.665890E+03 +9.858450E+02
-6.800411E+02 -1.662913E+03 +9.828715E+02
-6.800373E+02 -1.659858E+03 +9.798205E+02
-6.800378E+02 -1.651840E+03 +9.718021E+02
-6.800492E+02 -1.645004E+03 +9.649551E+02
-6.800480E+02 -1.648154E+03 +9.681058E+02
-6.800467E+02 -1.661887E+03 +9.818401E+02
-6.800470E+02 -1.679061E+03 +9.990137E+02
-6.800419E+02 -1.690945E+03 +1.010903E+03
-6.800401E+02 -1.697550E+03 +1.017510E+03
-6.800347E+02 -1.702764E+03 +1.022730E+03
-6.800344E+02 -1.706946E+03 +1.026911E+03
-6.800447E+02 -1.710149E+03 +1.030104E+03
-6.800393E+02 -1.712179E+03 +1.032140E+03
-6.800378E+02 -1.712943E+03 +1.032905E+03
-6.800321E+02 -1.714945E+03 +1.034912E+03
-6.800324E+02 -1.718947E+03 +1.038915E+03
-6.800263E+02 -1.724313E+03 +1.044287E+03
-6.800250E+02 -1.727388E+03 +1.047363E+03
-6.800250E+02 -1.723307E+03 +1.043282E+03
-6.800237E+02 -1.714442E+03 +1.034418E+03
-6.800180E+02 -1.708255E+03 +1.028237E+03
-6.800237E+02 -1.707624E+03 +1.027600E+03
-6.800106E+02 -1.711643E+03 +1.031632E+03
-6.800107E+02 -1.716076E+03 +1.036065E+03
-6.800066E+02 -1.714526E+03 +1.034519E+03
-6.800012E+02 -1.706162E+03 +1.026161E+03
-6.800027E+02 -1.696061E+03 +1.016058E+03
-6.799963E+02 -1.688388E+03 +1.008392E+03
-6.799986E+02 -1.685541E+03 +1.005542E+03
-6.799988E+02 -1.689953E+03 +1.009954E+03
-6.800042E+02 -1.700438E+03 +1.020434E+03
-6.800063E+02 -1.710431E+03 +1.030424E+03
-6.800053E+02 -1.713717E+03 +1.033711E+03
-6.800009E+02 -1.709515E+03 +1.029514E+03
-6.799952E+02 -1.705742E+03 +1.025747E+03
-6.799978E+02 -1.706517E+03 +1.026520E+03
-6.800027E+02 -1.706297E+03 +1.026295E+03
-6.799961E+02 -1.702996E+03 +1.023000E+03
-6.799886E+02 -1.696305E+03 +1.016317E+03
-6.799776E+02 -1.687311E+03 +1.007333E+03
-6.799783E+02 -1.682337E+03 +1.002359E+03
-6.799709E+02 -1.687886E+03 +1.007915E+03
-6.799722E+02 -1.700687E+03 +1.020714E+03
-6.799733E+02 -1.712452E+03 +1.032479E+03
-6.799661E+02 -1.717985E+03 +1.038019E+03
-6.799674E+02 -1.714827E+03 +1.034859E+03
-6.799707E+02 -1.704459E+03 +1.024488E+03
-6.799791E+02 -1.692465E+03 +1.012486E+03
-6.799789E+02 -1.685529E+03 +1.005550E+03
-6.799835E+02 -1.684687E+03 +1.004704E+03
-6.799914E+02 -1.684615E+03 +1.004623E+03
-6.799968E+02 -1.684169E+03 +1.004173E+03
-6.799909E+02 -1.686288E+03 +1.006297E+03
-6.799909E+02 -1.693089E+03 +1.013098E+03
-6.799943E+02 -1.702030E+03 +1.022036E+03
-6.799950E+02 -1.708256E+03 +1.028261E+03
-6.799904E+02 -1.710845E+03 +1.030854E+03
-6.799976E+02 -1.710393E+03 +1.030395E+03
-6.799904E+02 -1.707187E+03 +1.027196E+03
-6.799848E+02 -1.702759E+03 +1.022774E+03
-6.799817E+02 -1.697781E+03 +1.017799E+03
-6.799781E+02 -1.692202E+03 +1.012224E+03
-6.799807E+02 -1.687307E+03 +1.007326E+03
-6.799868E+02 -1.684887E+03 +1.004900E+03
-6.799848E+02 -1.686037E+03 +1.006052E+03
-6.799850E+02 -1.689365E+03 +1.009380E+03
-6.799814E+02 -1.691463E+03 +1.011482E+03
-6.799814E+02 -1.693430E+03 +1.013449E+03
-6.799751E+02 -1.697899E+03 +1.017924E+03
-6.799823E+02 -1.701357E+03 +1.021375E+03
-6.799815E+02 -1.698907E+03 +1.018925E+03
-6.799830E+02 -1.691639E+03 +1.011656E+03
-6.799802E+02 -1.683225E+03 +1.003245E+03
-6.799799E+02 -1.675776E+03 +9.957964E+02
-6.799853E+02 -1.668879E+03 +9.888939E+02
-6.799830E+02 -1.660942E+03 +9.809587E+02
-6.799871E+02 -1.653631E+03 +9.736443E+02
-6.799907E+02 -1.649203E+03 +9.692123E+02
-6.799914E+02 -1.648571E+03 +9.685793E+02
-6.799978E+02 -1.651329E+03 +9.713309E+02
-6.799937E+02 -1.656633E+03 +9.766391E+02
-6.799940E+02 -1.662479E+03 +9.824854E+02
-6.799935E+02 -1.666546E+03 +9.865522E+02
-6.799966E+02 -1.669726E+03 +9.897290E+02
-6.799953E+02 -1.672290E+03 +9.922947E+02
-6.799914E+02 -1.672526E+03 +9.925348E+02
-6.799904E+02 -1.671134E+03 +9.911435E+02
-6.799971E+02 -1.670340E+03 +9.903434E+02
-6.799947E+02 -1.670781E+03 +9.907866E+02
-6.799914E+02 -1.674243E+03 +9.942513E+02
-6.799976E+02 -1.683883E+03 +1.003885E+03
-6.799989E+02 -1.695915E+03 +1.015916E+03
-6.799994E+02 -1.701715E+03 +1.021716E+03
-6.800035E+02 -1.697499E+03 +1.017495E+03
-6.800053E+02 -1.685852E+03 +1.005847E+03
-6.799957E+02 -1.673885E+03 +9.938888E+02
-6.799927E+02 -1.669138E+03 +9.891452E+02
-6.799996E+02 -1.671625E+03 +9.916250E+02
-6.799940E+02 -1.675486E+03 +9.954915E+02
-6.799945E+02 -1.679184E+03 +9.991891E+02
-6.799948E+02 -1.684277E+03 +1.004283E+03
-6.799994E+02 -1.691355E+03 +1.011356E+03
-6.799953E+02 -1.697031E+03 +1.017036E+03
-6.799984E+02 -1.696558E+03 +1.016560E+03
-6.800004E+02 -1.691455E+03 +1.011454E+03
-6.799966E+02 -1.686682E+03 +1.006686E+03
-6.799930E+02 -1.683685E+03 +1.003692E+03
-6.799994E+02 -1.683440E+03 +1.003441E+03
-6.799899E+02 -1.686305E+03 +1.006315E+03
-6.799948E+02 -1.689964E+03 +1.009969E+03
-6.799989E+02 -1.691692E+03 +1.011693E+03
-6.800035E+02 -1.690374E+03 +1.010371E+03
-6.799976E+02 -1.686073E+03 +1.006076E+03
-6.800071E+02 -1.677593E+03 +9.975862E+02
-6.800068E+02 -1.665673E+03 +9.856660E+02
-6.800019E+02 -1.659083E+03 +9.790812E+02
-6.800042E+02 -1.664592E+03 +9.845882E+02
-6.799940E+02 -1.680263E+03 +1.000269E+03
-6.800015E+02 -1.698086E+03 +1.018085E+03
-6.799948E+02 -1.709780E+03 +1.029785E+03
-6.800073E+02 -1.713162E+03 +1.033155E+03
-6.800050E+02 -1.710822E+03 +1.030817E+03
-6.799960E+02 -1.708904E+03 +1.028908E+03
-6.799904E+02 -1.708288E+03 +1.028298E+03
-6.799915E+02 -1.703092E+03 +1.023100E+03
-6.799948E+02 -1.691640E+03 +1.011645E+03
-6.799873E+02 -1.676578E+03 +9.965907E+02
-6.799881E+02 -1.661732E+03 +9.817441E+02
-6.799858E+02 -1.651931E+03 +9.719456E+02
-6.799889E+02 -1.648125E+03 +9.681357E+02
