E V T
-6.799778E+02 -1.675154E+03 +9.951760E+02
-6.799842E+02 -1.681800E+03 +1.001816E+03
-6.799830E+02 -1.688713E+03 +1.008730E+03
-6.799845E+02 -1.692073E+03 +1.012088E+03
-6.799855E+02 -1.691247E+03 +1.011262E+03
-6.799945E+02 -1.687572E+03 +1.007577E+03
-6.799986E+02 -1.680483E+03 +1.000484E+03
-6.799965E+02 -1.670677E+03 +9.906806E+02
-6.799965E+02 -1.666092E+03 +9.860951E+02
-6.799976E+02 -1.670088E+03 +9.900906E+02
-6.799945E+02 -1.672080E+03 +9.920853E+02
-6.799989E+02 -1.666176E+03 +9.861771E+02
-6.799855E+02 -1.657002E+03 +9.770163E+02
-6.799901E+02 -1.651016E+03 +9.710261E+02
-6.799788E+02 -1.650307E+03 +9.703283E+02
-6.799737E+02 -1.653293E+03 +9.733196E+02
-6.799837E+02 -1.658808E+03 +9.788245E+02
-6.799870E+02 -1.667083E+03 +9.870958E+02
-6.799822E+02 -1.677452E+03 +9.974697E+02
-6.799858E+02 -1.687725E+03 +1.007740E+03
-6.799850E+02 -1.695184E+03 +1.015199E+03
-6.799822E+02 -1.697075E+03 +1.017092E+03
-6.799715E+02 -1.691066E+03 +1.011095E+03
-6.799783E+02 -1.678054E+03 +9.980756E+02
-6.799811E+02 -1.666893E+03 +9.869116E+02
-6.799860E+02 -1.666489E+03 +9.865028E+02
-6.799784E+02 -1.670775E+03 +9.907969E+02
-6.799791E+02 -1.671467E+03 +9.914881E+02
-6.799778E+02 -1.669348E+03 +9.893704E+02
-6.799816E+02 -1.669785E+03 +9.898032E+02
-6.799837E+02 -1.674819E+03 +9.948349E+02
-6.799843E+02 -1.681424E+03 +1.001440E+03
-6.799894E+02 -1.685470E+03 +1.005481E+03
-6.799911E+02 -1.685792E+03 +1.005801E+03
-6.799922E+02 -1.684958E+03 +1.004966E+03
-6.799922E+02 -1.685471E+03 +1.005479E+03
-6.799894E+02 -1.686764E+03 +1.006775E+03
-6.799899E+02 -1.686584E+03 +1.006594E+03
-6.799983E+02 -1.683690E+03 +1.003692E+03
-6.800024E+02 -1.679247E+03 +9.992446E+02
-6.799958E+02 -1.675357E+03 +9.953612E+02
-6.799832E+02 -1.672081E+03 +9.920977E+02
-6.799847E+02 -1.669674E+03 +9.896895E+02
-6.799847E+02 -1.670832E+03 +9.908473E+02
-6.799789E+02 -1.675729E+03 +9.957498E+02
-6.799794E+02 -1.680820E+03 +1.000840E+03
-6.799809E+02 -1.684489E+03 +1.004508E+03
-6.799825E+02 -1.686277E+03 +1.006295E+03
-6.799845E+02 -1.684432E+03 +1.004448E+03
-6.799796E+02 -1.679118E+03 +9.991386E+02
-6.799789E+02 -1.672420E+03 +9.924410E+02
-6.799791E+02 -1.665418E+03 +9.854393E+02
-6.799763E+02 -1.659837E+03 +9.798605E+02
-6.799753E+02 -1.657095E+03 +9.771201E+02
-6.799873E+02 -1.656191E+03 +9.762032E+02
-6.799899E+02 -1.656794E+03 +9.768045E+02
-6.800019E+02 -1.659291E+03 +9.792896E+02
-6.800011E+02 -1.663014E+03 +9.830125E+02
-6.799927E+02 -1.666973E+03 +9.869799E+02
-6.799973E+02 -1.669161E+03 +9.891634E+02
-6.799925E+02 -1.666914E+03 +9.869215E+02
-6.799965E+02 -1.660605E+03 +9.806083E+02
-6.799937E+02 -1.654797E+03 +9.748031E+02
-6.800075E+02 -1.653714E+03 +9.737066E+02
-6.800037E+02 -1.655761E+03 +9.757575E+02
-6.799975E+02 -1.658480E+03 +9.784828E+02
-6.799983E+02 -1.663292E+03 +9.832938E+02
-6.799922E+02 -1.670326E+03 +9.903338E+02
-6.799920E+02 -1.675487E+03 +9.954954E+02
-6.799886E+02 -1.674986E+03 +9.949976E+02
-6.799881E+02 -1.670730E+03 +9.907420E+02
-6.799883E+02 -1.668306E+03 +9.883180E+02
-6.799819E+02 -1.670350E+03 +9.903678E+02
-6.799737E+02 -1.675701E+03 +9.957271E+02
-6.799789E+02 -1.682848E+03 +1.002870E+03
-6.799855E+02 -1.689067E+03 +1.009081E+03
-6.799919E+02 -1.692891E+03 +1.012900E+03
-6.799871E+02 -1.694180E+03 +1.014193E+03
-6.799891E+02 -1.694452E+03 +1.014463E+03
-6.799883E+02 -1.694206E+03 +1.014217E+03
-6.799889E+02 -1.691959E+03 +1.011970E+03
-6.799991E+02 -1.687579E+03 +1.007580E+03
-6.800042E+02 -1.682567E+03 +1.002563E+03
-6.800024E+02 -1.676991E+03 +9.969884E+02
-6.799947E+02 -1.669779E+03 +9.897846E+02
-6.799770E+02 -1.662659E+03 +9.826816E+02
-6.799852E+02 -1.659907E+03 +9.799218E+02
-6.799832E+02 -1.663737E+03 +9.837538E+02
-6.799810E+02 -1.669490E+03 +9.895086E+02
-6.799983E+02 -1.670701E+03 +9.907027E+02
-6.799927E+02 -1.675028E+03 +9.950352E+02
-6.799928E+02 -1.681731E+03 +1.001738E+03
-6.800065E+02 -1.680694E+03 +1.000688E+03
-6.800039E+02 -1.675834E+03 +9.958296E+02
-6.799986E+02 -1.673330E+03 +9.933317E+02
-6.799945E+02 -1.672836E+03 +9.928412E+02
-6.799989E+02 -1.669657E+03 +9.896584E+02
-6.800073E+02 -1.663452E+03 +9.834448E+02
-6.800054E+02 -1.660590E+03 +9.805850E+02
-6.800093E+02 -1.665291E+03 +9.852822E+02
-6.800183E+02 -1.674911E+03 +9.948925E+02
-6.800063E+02 -1.684768E+03 +1.004762E+03
-6.800127E+02 -1.690789E+03 +1.010776E+03
-6.800104E+02 -1.689388E+03 +1.009378E+03
-6.800188E+02 -1.681391E+03 +1.001372E+03
-6.800190E+02 -1.672177E+03 +9.921584E+02
-6.800075E+02 -1.667447E+03 +9.874397E+02
-6.800060E+02 -1.667917E+03 +9.879106E+02
-6.800076E+02 -1.667255E+03 +9.872472E+02
-6.800093E+02 -1.662607E+03 +9.825975E+02
-6.799983E+02 -1.659943E+03 +9.799446E+02
-6.799980E+02 -1.664151E+03 +9.841533E+02
-6.799919E+02 -1.672351E+03 +9.923586E+02
-6.800017E+02 -1.679339E+03 +9.993377E+02
-6.800060E+02 -1.682199E+03 +1.002193E+03
-6.800063E+02 -1.680484E+03 +1.000478E+03
-6.800088E+02 -1.676950E+03 +9.969414E+02
-6.800022E+02 -1.674619E+03 +9.946171E+02
-6.800017E+02 -1.672135E+03 +9.921337E+02
-6.800142E+02 -1.669109E+03 +9.890944E+02
-6.800142E+02 -1.669174E+03 +9.891598E+02
-6.800137E+02 -1.672378E+03 +9.923642E+02
-6.800173E+02 -1.677084E+03 +9.970665E+02
-6.800117E+02 -1.681689E+03 +1.001677E+03
-6.800170E+02 -1.683413E+03 +1.003396E+03
-6.800234E+02 -1.680970E+03 +1.000946E+03
-6.800277E+02 -1.677238E+03 +9.972098E+02
-6.800229E+02 -1.676730E+03 +9.967071E+02
-6.800211E+02 -1.680553E+03 +1.000532E+03
-6.800183E+02 -1.684712E+03 +1.004693E+03
-6.800165E+02 -1.687305E+03 +1.007288E+03
-6.800155E+02 -1.691081E+03 +1.011065E+03
-6.800165E+02 -1.692798E+03 +1.012782E+03
-6.800083E+02 -1.692577E+03 +1.012569E+03
-6.800091E+02 -1.694239E+03 +1.014230E+03
-6.800122E+02 -1.697602E+03 +1.017590E+03
-6.800204E+02 -1.699533E+03 +1.019513E+03
-6.800181E+02 -1.696940E+03 +1.016921E+03
-6.800132E+02 -1.689154E+03 +1.009141E+03
-6.800203E+02 -1.679946E+03 +9.999257E+02
-6.800193E+02 -1.675138E+03 +9.951184E+02
-6.800224E+02 -1.677759E+03 +9.977371E+02
-6.800160E+02 -1.685249E+03 +1.005233E+03
-6.800137E+02 -1.691318E+03 +1.011305E+03
-6.800083E+02 -1.692660E+03 +1.012651E+03
-6.800029E+02 -1.692304E+03 +1.012301E+03
-6.800009E+02 -1.691827E+03 +1.011826E+03
-6.800058E+02 -1.688747E+03 +1.008741E+03
-6.800035E+02 -1.683396E+03 +1.003392E+03
-6.800104E+02 -1.677721E+03 +9.977111E+02
-6.799947E+02 -1.674008E+03 +9.940131E+02
-6.800081E+02 -1.673885E+03 +9.938767E+02
-6.800081E+02 -1.676572E+03 +9.965643E+02
-6.800176E+02 -1.678695E+03 +9.986775E+02
-6.800191E+02 -1.678205E+03 +9.981864E+02
-6.800086E+02 -1.675559E+03 +9.955500E+02
-6.800073E+02 -1.672565E+03 +9.925579E+02
-6.800009E+02 -1.671593E+03 +9.915924E+02
-6.799919E+02 -1.673208E+03 +9.932160E+02
-6.799832E+02 -1.678116E+03 +9.981331E+02
-6.799858E+02 -1.686496E+03 +1.006511E+03
-6.799789E+02 -1.695490E+03 +1.015511E+03
-6.799797E+02 -1.701811E+03 +1.021831E+03
-6.799792E+02 -1.703789E+03 +1.023810E+03
-6.799825E+02 -1.701265E+03 +1.021283E+03
-6.799804E+02 -1.695748E+03 +1.015768E+03
-6.799758E+02 -1.690570E+03 +1.010594E+03
-6.799717E+02 -1.688650E+03 +1.008679E+03
-6.799712E+02 -1.690345E+03 +1.010373E+03
-6.799753E+02 -1.693224E+03 +1.013248E+03
-6.799843E+02 -1.695603E+03 +1.015618E+03
-6.799792E+02 -1.696262E+03 +1.016282E+03
-6.799828E+02 -1.692177E+03 +1.012195E+03
-6.799840E+02 -1.682061E+03 +1.002077E+03
-6.799935E+02 -1.669653E+03 +9.896594E+02
-6.799909E+02 -1.661084E+03 +9.810933E+02
-6.799827E+02 -1.658275E+03 +9.782919E+02
-6.799804E+02 -1.657868E+03 +9.778874E+02
-6.799804E+02 -1.658432E+03 +9.784515E+02
-6.799904E+02 -1.663426E+03 +9.834352E+02
-6.799894E+02 -1.675249E+03 +9.952593E+02
-6.799919E+02 -1.691489E+03 +1.011497E+03
-6.800022E+02 -1.707604E+03 +1.027602E+03
-6.799928E+02 -1.718022E+03 +1.038030E+03
-6.799920E+02 -1.719462E+03 +1.039470E+03
-6.799986E+02 -1.715233E+03 +1.035234E+03
-6.799962E+02 -1.712280E+03 +1.032283E+03
-6.800039E+02 -1.713257E+03 +1.033253E+03
-6.800024E+02 -1.714681E+03 +1.034678E+03
-6.800012E+02 -1.711789E+03 +1.031788E+03
-6.800037E+02 -1.703322E+03 +1.023319E+03
-6.799978E+02 -1.693148E+03 +1.013150E+03
-6.799924E+02 -1.686091E+03 +1.006098E+03
-6.800004E+02 -1.681790E+03 +1.001789E+03
-6.800022E+02 -1.678368E+03 +9.983661E+02
-6.799932E+02 -1.674594E+03 +9.946007E+02
-6.799881E+02 -1.672480E+03 +9.924919E+02
-6.799814E+02 -1.678722E+03 +9.987409E+02
-6.799771E+02 -1.692974E+03 +1.012997E+03
-6.799833E+02 -1.704968E+03 +1.024985E+03
-6.799876E+02 -1.708880E+03 +1.028893E+03
-6.799981E+02 -1.705774E+03 +1.025776E+03
-6.799930E+02 -1.698892E+03 +1.018899E+03
-6.799817E+02 -1.692248E+03 +1.012266E+03
-6.799837E+02 -1.688363E+03 +1.008379E+03
-6.799878E+02 -1.686760E+03 +1.006773E+03
-6.799822E+02 -1.687114E+03 +1.007132E+03
-6.799842E+02 -1.690418E+03 +1.010433E+03
-6.799871E+02 -1.696538E+03 +1.016551E+03
-6.799932E+02 -1.703538E+03 +1.023544E+03
-6.799858E+02 -1.707590E+03 +1.027604E+03
-6.799787E+02 -1.704639E+03 +1.024660E+03
-6.799809E+02 -1.695728E+03 +1.015747E+03
-6.799784E+02 -1.685745E+03 +1.005766E+03
-6.799871E+02 -1.676097E+03 +9.961099E+02
-6.799922E+02 -1.669818E+03 +9.898256E+02
-6.799917E+02 -1.671215E+03 +9.912231E+02
-6.799922E+02 -1.677703E+03 +9.977107E+02
-6.799892E+02 -1.683501E+03 +1.003512E+03
-6.799986E+02 -1.684854E+03 +1.004855E+03
-6.800012E+02 -1.682497E+03 +1.002496E+03
-6.799945E+02 -1.678569E+03 +9.985746E+02
-6.799983E+02 -1.676840E+03 +9.968421E+02
-6.799963E+02 -1.678635E+03 +9.986383E+02
-6.799858E+02 -1.681468E+03 +1.001482E+03
-6.799927E+02 -1.682601E+03 +1.002608E+03
-6.799902E+02 -1.680826E+03 +1.000836E+03
-6.799853E+02 -1.677410E+03 +9.974244E+02
-6.799914E+02 -1.675211E+03 +9.952194E+02
-6.799937E+02 -1.677120E+03 +9.971259E+02
-6.799899E+02 -1.681980E+03 +1.001990E+03
-6.799891E+02 -1.686367E+03 +1.006378E+03
-6.799899E+02 -1.690227E+03 +1.010237E+03
-6.799894E+02 -1.693286E+03 +1.013297E+03
-6.799932E+02 -1.693370E+03 +1.013377E+03
-6.799973E+02 -1.690519E+03 +1.010522E+03
-6.799993E+02 -1.687648E+03 +1.007649E+03
-6.800076E+02 -1.686292E+03 +1.006285E+03
-6.800096E+02 -1.685151E+03 +1.005142E+03
-6.800037E+02 -1.683163E+03 +1.003159E+03
-6.800004E+02 -1.679377E+03 +9.993763E+02
-6.799999E+02 -1.673613E+03 +9.936130E+02
-6.799947E+02 -1.669537E+03 +9.895426E+02
-6.800062E+02 -1.671277E+03 +9.912709E+02
-6.800065E+02 -1.677511E+03 +9.975045E+02
-6.800025E+02 -1.682539E+03 +1.002537E+03
-6.799935E+02 -1.682787E+03 +1.002794E+03
-6.799932E+02 -1.678756E+03 +9.987623E+02
-6.799955E+02 -1.675290E+03 +9.952946E+02
-6.800004E+02 -1.676781E+03 +9.967808E+02
-6.800009E+02 -1.679510E+03 +9.995094E+02
-6.799963E+02 -1.680612E+03 +1.000616E+03
-6.800080E+02 -1.683891E+03 +1.003883E+03
-6.800155E+02 -1.691154E+03 +1.011139E+03
-6.800134E+02 -1.699389E+03 +1.019376E+03
-6.800122E+02 -1.705390E+03 +1.025378E+03
-6.799999E+02 -1.708788E+03 +1.028788E+03
-6.799963E+02 -1.710255E+03 +1.030259E+03
-6.799968E+02 -1.709510E+03 +1.029514E+03
-6.800032E+02 -1.705512E+03 +1.025509E+03
-6.800032E+02 -1.698231E+03 +1.018228E+03
-6.800093E+02 -1.691963E+03 +1.011954E+03
-6.800147E+02 -1.691105E+03 +1.011091E+03
-6.800094E+02 -1.693454E+03 +1.013444E+03
-6.800135E+02 -1.693394E+03 +1.013380E+03
-6.800163E+02 -1.688318E+03 +1.008302E+03
-6.800129E+02 -1.680891E+03 +1.000878E+03
-6.800068E+02 -1.676931E+03 +9.969242E+02
-6.800040E+02 -1.677712E+03 +9.977075E+02
-6.799966E+02 -1.677782E+03 +9.977854E+02
-6.799922E+02 -1.673579E+03 +9.935868E+02
-6.799960E+02 -1.667283E+03 +9.872872E+02
-6.799973E+02 -1.663250E+03 +9.832532E+02
-6.800029E+02 -1.663969E+03 +9.839657E+02
-6.800135E+02 -1.667812E+03 +9.877983E+02
-6.800188E+02 -1.672822E+03 +9.928032E+02
-6.800142E+02 -1.681144E+03 +1.001130E+03
-6.800065E+02 -1.693760E+03 +1.013754E+03
-6.800007E+02 -1.704532E+03 +1.024532E+03
-6.800058E+02 -1.706992E+03 +1.026986E+03
-6.800020E+02 -1.699478E+03 +1.019476E+03
-6.799989E+02 -1.684444E+03 +1.004445E+03
-6.799952E+02 -1.668428E+03 +9.884329E+02
-6.800047E+02 -1.657806E+03 +9.778015E+02
-6.800004E+02 -1.653031E+03 +9.730305E+02
-6.799988E+02 -1.654550E+03 +9.745510E+02
-6.799929E+02 -1.664364E+03 +9.843713E+02
-6.799999E+02 -1.678650E+03 +9.986505E+02
-6.800061E+02 -1.689865E+03 +1.009859E+03
-6.799981E+02 -1.693706E+03 +1.013708E+03
-6.800032E+02 -1.690589E+03 +1.010586E+03
-6.799929E+02 -1.684868E+03 +1.004875E+03
-6.799973E+02 -1.682175E+03 +1.002177E+03
-6.799901E+02 -1.683486E+03 +1.003496E+03
-6.799920E+02 -1.685352E+03 +1.005360E+03
-6.799922E+02 -1.685961E+03 +1.005969E+03
-6.799945E+02 -1.686144E+03 +1.006149E+03
-6.799976E+02 -1.687814E+03 +1.007816E+03
-6.799914E+02 -1.691831E+03 +1.011839E+03
-6.799930E+02 -1.694262E+03 +1.014269E+03
-6.799925E+02 -1.691201E+03 +1.011208E+03
-6.799912E+02 -1.683561E+03 +1.003570E+03
-6.800032E+02 -1.674232E+03 +9.942285E+02
-6.799981E+02 -1.665084E+03 +9.850861E+02
-6.799924E+02 -1.658694E+03 +9.787014E+02
-6.800024E+02 -1.658489E+03 +9.784865E+02
-6.800058E+02 -1.663523E+03 +9.835172E+02
-6.800001E+02 -1.671230E+03 +9.912299E+02
-6.799981E+02 -1.682705E+03 +1.002707E+03
-6.800055E+02 -1.697328E+03 +1.017322E+03
-6.800025E+02 -1.710914E+03 +1.030911E+03
-6.800009E+02 -1.721345E+03 +1.041344E+03
-6.800017E+02 -1.728946E+03 +1.048944E+03
-6.800065E+02 -1.733150E+03 +1.053144E+03
-6.800040E+02 -1.732812E+03 +1.052808E+03
-6.800060E+02 -1.728046E+03 +1.048040E+03
-6.799965E+02 -1.719559E+03 +1.039562E+03
-6.799988E+02 -1.709602E+03 +1.029603E+03
-6.799944E+02 -1.702949E+03 +1.022954E+03
-6.799916E+02 -1.703315E+03 +1.023323E+03
-6.799971E+02 -1.709079E+03 +1.029082E+03
-6.799927E+02 -1.716622E+03 +1.036629E+03
-6.800030E+02 -1.724660E+03 +1.044657E+03
-6.800009E+02 -1.729189E+03 +1.049188E+03
-6.799981E+02 -1.727129E+03 +1.047131E+03
-6.799973E+02 -1.720446E+03 +1.040448E+03
-6.799901E+02 -1.711776E+03 +1.031786E+03
-6.799986E+02 -1.703926E+03 +1.023927E+03
-6.799955E+02 -1.698903E+03 +1.018908E+03
-6.800001E+02 -1.695643E+03 +1.015642E+03
-6.800065E+02 -1.692849E+03 +1.012843E+03
-6.800099E+02 -1.691704E+03 +1.011694E+03
-6.800104E+02 -1.691537E+03 +1.011526E+03
-6.800081E+02 -1.689163E+03 +1.009155E+03
-6.799989E+02 -1.683923E+03 +1.003924E+03
-6.799955E+02 -1.677916E+03 +9.979202E+02
-6.799996E+02 -1.674241E+03 +9.942413E+02
-6.799986E+02 -1.674906E+03 +9.949070E+02
-6.800040E+02 -1.681197E+03 +1.001193E+03
-6.799909E+02 -1.693079E+03 +1.013088E+03
-6.799922E+02 -1.706570E+03 +1.026578E+03
-6.800017E+02 -1.715368E+03 +1.035367E+03
-6.800066E+02 -1.716184E+03 +1.036178E+03
-6.800078E+02 -1.711619E+03 +1.031611E+03
-6.800119E+02 -1.709322E+03 +1.029310E+03
-6.800216E+02 -1.713058E+03 +1.033036E+03
-6.800253E+02 -1.717280E+03 +1.037255E+03
-6.800283E+02 -1.717243E+03 +1.037215E+03
-6.800257E+02 -1.714649E+03 +1.034623E+03
-6.800260E+02 -1.713378E+03 +1.033352E+03
-6.800234E+02 -1.714475E+03 +1.034451E+03
-6.800221E+02 -1.716715E+03 +1.036692E+03
-6.800291E+02 -1.719418E+03 +1.039389E+03
-6.800390E+02 -1.721288E+03 +1.041249E+03
-6.800403E+02 -1.720762E+03 +1.040722E+03
-6.800416E+02 -1.718091E+03 +1.038049E+03
-6.800365E+02 -1.713820E+03 +1.033784E+03
-6.800403E+02 -1.707855E+03 +1.027815E+03
-6.800401E+02 -1.699758E+03 +1.019718E+03
-6.800355E+02 -1.689213E+03 +1.009177E+03
-6.800224E+02 -1.679530E+03 +9.995075E+02
-6.800239E+02 -1.677206E+03 +9.971822E+02
-6.800270E+02 -1.683613E+03 +1.003586E+03
-6.800191E+02 -1.692596E+03 +1.012577E+03
-6.800117E+02 -1.696201E+03 +1.016190E+03
-6.800055E+02 -1.695118E+03 +1.015113E+03
-6.800019E+02 -1.697180E+03 +1.017178E+03
-6.800083E+02 -1.701293E+03 +1.021284E+03
-6.800027E+02 -1.702325E+03 +1.022322E+03
-6.800058E+02 -1.699761E+03 +1.019756E+03
-6.800088E+02 -1.696425E+03 +1.016416E+03
-6.800137E+02 -1.695767E+03 +1.015753E+03
-6.800042E+02 -1.698241E+03 +1.018237E+03
-6.799989E+02 -1.700512E+03 +1.020513E+03
-6.800014E+02 -1.699422E+03 +1.019421E+03
-6.800006E+02 -1.696742E+03 +1.016741E+03
-6.800075E+02 -1.698905E+03 +1.018898E+03
-6.800150E+02 -1.706088E+03 +1.026073E+03
-6.800142E+02 -1.710718E+03 +1.030704E+03
-6.800222E+02 -1.708903E+03 +1.028881E+03
-6.800224E+02 -1.702297E+03 +1.022275E+03
-6.800208E+02 -1.694379E+03 +1.014358E+03
-6.800226E+02 -1.688220E+03 +1.008198E+03
-6.800293E+02 -1.686244E+03 +1.006215E+03
-6.800280E+02 -1.688209E+03 +1.008181E+03
-6.800147E+02 -1.689965E+03 +1.009951E+03
-6.800037E+02 -1.687977E+03 +1.007973E+03
-6.800027E+02 -1.683075E+03 +1.003073E+03
-6.799958E+02 -1.678931E+03 +9.989353E+02
-6.799945E+02 -1.676490E+03 +9.964956E+02
-6.799937E+02 -1.674126E+03 +9.941327E+02
-6.799996E+02 -1.672679E+03 +9.926793E+02
-6.799968E+02 -1.677767E+03 +9.977706E+02
-6.799868E+02 -1.691687E+03 +1.011700E+03
-6.799951E+02 -1.705537E+03 +1.025542E+03
-6.799994E+02 -1.712155E+03 +1.032155E+03
-6.799992E+02 -1.708790E+03 +1.028790E+03
-6.800002E+02 -1.696329E+03 +1.016328E+03
-6.799955E+02 -1.683539E+03 +1.003543E+03
-6.799886E+02 -1.681477E+03 +1.001488E+03
-6.799905E+02 -1.686310E+03 +1.006319E+03
-6.799884E+02 -1.686889E+03 +1.006900E+03
-6.799791E+02 -1.682397E+03 +1.002418E+03
-6.799825E+02 -1.677935E+03 +9.979528E+02
-6.799804E+02 -1.675136E+03 +9.951552E+02
-6.799799E+02 -1.674831E+03 +9.948507E+02
-6.799766E+02 -1.677507E+03 +9.975307E+02
-6.799784E+02 -1.681343E+03 +1.001364E+03
-6.799735E+02 -1.684777E+03 +1.004803E+03
-6.799730E+02 -1.687166E+03 +1.007193E+03
-6.799741E+02 -1.686879E+03 +1.006905E+03
-6.799878E+02 -1.683924E+03 +1.003937E+03
-6.799794E+02 -1.683290E+03 +1.003311E+03
-6.799750E+02 -1.687899E+03 +1.007924E+03
-6.799794E+02 -1.694753E+03 +1.014774E+03
-6.799764E+02 -1.697428E+03 +1.017452E+03
-6.799712E+02 -1.692977E+03 +1.013005E+03
-6.799684E+02 -1.685314E+03 +1.005346E+03
-6.799689E+02 -1.681144E+03 +1.001175E+03
-6.799722E+02 -1.683803E+03 +1.003831E+03
-6.799802E+02 -1.688177E+03 +1.008197E+03
-6.799773E+02 -1.690593E+03 +1.010615E+03
-6.799789E+02 -1.693925E+03 +1.013946E+03
-6.799891E+02 -1.698120E+03 +1.018131E+03
-6.799930E+02 -1.699219E+03 +1.019226E+03
-6.799927E+02 -1.696029E+03 +1.016036E+03
-6.799883E+02 -1.691621E+03 +1.011633E+03
-6.799952E+02 -1.689704E+03 +1.009708E+03
-6.799937E+02 -1.693505E+03 +1.013511E+03
-6.799837E+02 -1.703401E+03 +1.023417E+03
-6.799856E+02 -1.714360E+03 +1.034374E+03
-6.799774E+02 -1.721008E+03 +1.041031E+03
-6.799751E+02 -1.721996E+03 +1.042021E+03
-6.799707E+02 -1.718945E+03 +1.038975E+03
-6.799694E+02 -1.714250E+03 +1.034280E+03
-6.799620E+02 -1.709249E+03 +1.029287E+03
-6.799653E+02 -1.704119E+03 +1.024154E+03
-6.799645E+02 -1.700532E+03 +1.020567E+03
-6.799650E+02 -1.701724E+03 +1.021759E+03
-6.799609E+02 -1.707823E+03 +1.027862E+03
-6.799658E+02 -1.715284E+03 +1.035318E+03
-6.799633E+02 -1.719676E+03 +1.039713E+03
-6.799740E+02 -1.718729E+03 +1.038755E+03
-6.799792E+02 -1.712394E+03 +1.032414E+03
-6.799758E+02 -1.702653E+03 +1.022677E+03
-6.799824E+02 -1.694198E+03 +1.014216E+03
-6.799878E+02 -1.690796E+03 +1.010808E+03
-6.799927E+02 -1.690256E+03 +1.010263E+03
-6.799901E+02 -1.690963E+03 +1.010973E+03
-6.799950E+02 -1.695417E+03 +1.015422E+03
-6.799981E+02 -1.701532E+03 +1.021534E+03
-6.800066E+02 -1.705424E+03 +1.025418E+03
-6.800053E+02 -1.706554E+03 +1.026549E+03
-6.800050E+02 -1.705556E+03 +1.025551E+03
-6.800147E+02 -1.704738E+03 +1.024723E+03
-6.800152E+02 -1.706253E+03 +1.026238E+03
-6.800088E+02 -1.710374E+03 +1.030365E+03
-6.800099E+02 -1.715977E+03 +1.035967E+03
-6.800096E+02 -1.719362E+03 +1.039353E+03
-6.800076E+02 -1.717481E+03 +1.037474E+03
-6.800101E+02 -1.711176E+03 +1.031166E+03
-6.799986E+02 -1.704777E+03 +1.024779E+03
-6.799899E+02 -1.702626E+03 +1.022636E+03
-6.799935E+02 -1.705508E+03 +1.025514E+03
-6.799991E+02 -1.711516E+03 +1.031516E+03
-6.800099E+02 -1.715463E+03 +1.035453E+03
-6.800168E+02 -1.713773E+03 +1.033757E+03
-6.800058E+02 -1.707734E+03 +1.027728E+03
-6.800037E+02 -1.701384E+03 +1.021381E+03
-6.799981E+02 -1.696980E+03 +1.016982E+03
-6.799902E+02 -1.692349E+03 +1.012359E+03
-6.799968E+02 -1.684160E+03 +1.004163E+03
-6.799983E+02 -1.674977E+03 +9.949785E+02
-6.799911E+02 -1.670762E+03 +9.907704E+02
-6.799924E+02 -1.673219E+03 +9.932264E+02
-6.799889E+02 -1.678670E+03 +9.986814E+02
-6.799914E+02 -1.683700E+03 +1.003708E+03
-6.799922E+02 -1.689208E+03 +1.009215E+03
-6.799927E+02 -1.695082E+03 +1.015090E+03
-6.799953E+02 -1.697784E+03 +1.017788E+03
-6.799930E+02 -1.697096E+03 +1.017103E+03
-6.799958E+02 -1.696451E+03 +1.016455E+03
-6.799917E+02 -1.696488E+03 +1.016496E+03
-6.799909E+02 -1.694816E+03 +1.014825E+03
-6.799942E+02 -1.692852E+03 +1.012858E+03
-6.799843E+02 -1.692449E+03 +1.012465E+03
-6.799756E+02 -1.691398E+03 +1.011423E+03
-6.799819E+02 -1.689481E+03 +1.009499E+03
-6.799886E+02 -1.688851E+03 +1.008862E+03
-6.799878E+02 -1.688792E+03 +1.008804E+03
-6.799789E+02 -1.689233E+03 +1.009254E+03
-6.799801E+02 -1.691255E+03 +1.011275E+03
-6.799876E+02 -1.695280E+03 +1.015293E+03
-6.799960E+02 -1.699642E+03 +1.019646E+03
-6.799958E+02 -1.702455E+03 +1.022460E+03
-6.799948E+02 -1.703339E+03 +1.023345E+03
-6.799963E+02 -1.702091E+03 +1.022094E+03
-6.799976E+02 -1.698564E+03 +1.018566E+03
-6.799907E+02 -1.693216E+03 +1.013225E+03
-6.800004E+02 -1.686617E+03 +1.006616E+03
-6.800012E+02 -1.678199E+03 +9.981981E+02
-6.800022E+02 -1.667704E+03 +9.877015E+02
-6.799968E+02 -1.657361E+03 +9.773643E+02
-6.800039E+02 -1.651715E+03 +9.717114E+02
-6.799996E+02 -1.651666E+03 +9.716666E+02
-6.799981E+02 -1.653535E+03 +9.735371E+02
-6.799953E+02 -1.653726E+03 +9.737310E+02
-6.799873E+02 -1.651419E+03 +9.714312E+02
-6.799914E+02 -1.648490E+03 +9.684985E+02
-6.799873E+02 -1.646140E+03 +9.661530E+02
-6.799794E+02 -1.645673E+03 +9.656933E+02
-6.799756E+02 -1.647078E+03 +9.671022E+02
-6.799720E+02 -1.646844E+03 +9.668723E+02
-6.799715E+02 -1.644643E+03 +9.646719E+02
-6.799740E+02 -1.642677E+03 +9.627029E+02
-6.799740E+02 -1.643468E+03 +9.634945E+02
-6.799817E+02 -1.649071E+03 +9.690898E+02
-6.799858E+02 -1.657337E+03 +9.773510E+02
